5393,2008-02-06,Double Jeopardy!,"FROM THE FRENCH","$2000","From the French for ""caper"", it's a curved furniture leg that often tapers to a paw","cabriole"
5169,2007-02-15,Jeopardy!,"POP MUSIC","$200","In 2006 he was back with the hit ""SexyBack""","Justin Timberlake"
5169,2007-02-15,Jeopardy!,"FOOD","$200","A ""giant flour tortilla"" wrapped around meat, beans & cheese, it's a mainstay of the Chipotle chain","a burrito"
5169,2007-02-15,Jeopardy!,"AROUND THE WORLD","$200","If you've got a week to spare, you can see much of this 6.6 million sq. mi. country via the Trans-Siberian Railway","Russia"
5169,2007-02-15,Jeopardy!,"PICTURE ME!","$200","Sadly, <a href=""http://www.j-archive.com/media/2007-02-15_J_06.jpg"" target=""_blank"">her</a> fairy tale ended in worldwide grief in 1997","Princess Diana"
5169,2007-02-15,Jeopardy!,"WELCOME TO ""HIGH"" SCHOOL","$200","It's the ""HD"" in HDTV (in which I look fabulous)","high definition"
5169,2007-02-15,Jeopardy!,"A LITTLE LIT","$2,000","As ""1984"" ends, Winston has been taught to love him","Big Brother"
5169,2007-02-15,Jeopardy!,"POP MUSIC","$400","In 2006 this singer from The Black Eyed Peas released this solo album ""The Dutchess""","Fergie"
5169,2007-02-15,Jeopardy!,"FOOD","$400","An alcohol called glycerol gives this part of a cake its smooth texture","icing (or frosting)"
5169,2007-02-15,Jeopardy!,"AROUND THE WORLD","$400","The famous landmark seen <a href=""http://www.j-archive.com/media/2007-02-15_J_02.jpg"" target=""_blank"">here</a> is in this city","Pisa"
5169,2007-02-15,Jeopardy!,"PICTURE ME!","$400","Sit by the fireside and name <a href=""http://www.j-archive.com/media/2007-02-15_J_13.jpg"" target=""_blank"">this</a> popular president","Franklin Delano Roosevelt"
5169,2007-02-15,Jeopardy!,"WELCOME TO ""HIGH"" SCHOOL","$400","Common 2-word term also known as ""haute couture""","high fashion"
5169,2007-02-15,Jeopardy!,"A LITTLE LIT","$600","It's a dog's life for Buck in the Klondike in this author's ""The Call of the Wild""","(Jack) London"
5169,2007-02-15,Jeopardy!,"POP MUSIC","$600","Her video for ""Hung Up"", from her album ""Confessions on a Dance Floor"", features krumping","Madonna"
5169,2007-02-15,Jeopardy!,"FOOD","$600","The topping <a href=""http://www.j-archive.com/media/2007-02-15_J_09.jpg"" target=""_blank"">here</a> is this delicacy, that can come from several different creatures","caviar"
5169,2007-02-15,Jeopardy!,"AROUND THE WORLD","$600","This second-largest city of Egypt is named for the ""great"" king who founded it; you can look it up in the library","Alexandria"
5169,2007-02-15,Jeopardy!,"PICTURE ME!","$600","<a href=""http://www.j-archive.com/media/2007-02-15_J_15.jpg"" target=""_blank"">This</a> saintly Nobel prize winner has rightfully inspired tremendous devotion","Mother Teresa"
5169,2007-02-15,Jeopardy!,"WELCOME TO ""HIGH"" SCHOOL","$600","Got a haughty attitude?  I'd advise you to get off this 2-word metaphorical beast","high horse"
5169,2007-02-15,Jeopardy!,"A LITTLE LIT","$800","At first, Jane Austen's heroine Elizabeth doesn't like this man's attitude, but in the end they're united","Darcy"
5169,2007-02-15,Jeopardy!,"POP MUSIC","$800","This group's over-the-top video for ""I Write Sins Not Tragedies"" won Video of the Year at the 2006 MTV VMAs","Panic! at the Disco"
5169,2007-02-15,Jeopardy!,"FOOD","$800","Rotelle, conchiglie & farfalle are shapes of this","noodles (or pasta)"
5169,2007-02-15,Jeopardy!,"AROUND THE WORLD","$800","On newer maps of India, Calcutta is now Kolkata & this largest city is Mumbai","Bombay"
5169,2007-02-15,Jeopardy!,"PICTURE ME!","$800","They're the innovative high-flying Ohioans seen <a href=""http://www.j-archive.com/media/2007-02-15_J_10.jpg"" target=""_blank"">here</a>","Orville & Wilbur Wright"
5169,2007-02-15,Jeopardy!,"WELCOME TO ""HIGH"" SCHOOL","$800","Also known as hypertension, this condidtion affects far more African Americans on average than white Americans","high blood pressure"
5169,2007-02-15,Jeopardy!,"A LITTLE LIT","$1000","The title character of this Voltaire work discovers gardening will make him happy","Candide"
5169,2007-02-15,Jeopardy!,"POP MUSIC","$1000","Welcome MCR, this alt-rock group, to ""The Black Parade"", its 2006 concept album","My Chemical Romance"
5169,2007-02-15,Jeopardy!,"FOOD","$1000","The name of this type of beef, seen <a href=""http://www.j-archive.com/media/2007-02-15_J_12.jpg"" target=""_blank"">here</a>, means it's been preserved by salting","corned beef (or pickled beef)"
5169,2007-02-15,Jeopardy!,"AROUND THE WORLD","$1000","A famous banking street in London & a crooked street in San Francisco share this name","Lombard Street"
5169,2007-02-15,Jeopardy!,"PICTURE ME!","$1000","Revolutionary world leader and party animal seen <a href=""http://www.j-archive.com/media/2007-02-15_J_14.jpg"" target=""_blank"">here</a>","Mao Tse-tung"
5169,2007-02-15,Jeopardy!,"WELCOME TO ""HIGH"" SCHOOL","$1000","Cymbal-ically, it's the drum kit piece that fits the category","high hat"
5169,2007-02-15,Double Jeopardy!,"GOVERNMENT & POLITICS","$400","Charles Evans Hughes is the only man confirmed to serve 2 non-consecutive terms on this judicial body","the Supreme Court"
5169,2007-02-15,Double Jeopardy!,"BROADWAY","$400","It's not easy for this ""Beauty and the Beast"" heroine to trip the light fantastic: her ball gown weighs more than 40 lbs.","Belle"
5169,2007-02-15,Double Jeopardy!,"LET'S CHECK OUT SOME COLLEGES","$400","Check out the LBJ Library and the J.J. Pickle Research Campus at this state university and hook 'em, Horns!","University of Texas"
5169,2007-02-15,Double Jeopardy!,"THE BIRDS & THE BEES","$400","Some (maybe the birds themselves) say the African gray type is the most accomplished talker among these birds","parrots"
5169,2007-02-15,Double Jeopardy!,"THREE OF A KIND","$400","Tarantella, flamenco, break","dances"
5169,2007-02-15,Double Jeopardy!,"WORDS IN AMERICA","$400","You may note America is, according to Rev. Samuel Smith, the ""land where my fathers"" did this","died"
5169,2007-02-15,Double Jeopardy!,"GOVERNMENT & POLITICS","$800","In 1974, this state's George Ariyoshi was elected the first U.S. governor of Japanese ancestry","Hawaii"
5169,2007-02-15,Double Jeopardy!,"BROADWAY","$800","In 2005 Denzel Washington took a stab at this role in ""Julius Caesar""","Brutus"
5169,2007-02-15,Double Jeopardy!,"LET'S CHECK OUT SOME COLLEGES","$800","This Ivy Leaguer seems nice... near the Charles River & Fenway... tuition $30,275? We'll have no cah to pahk in the yahd!","Harvard University"
5169,2007-02-15,Double Jeopardy!,"THE BIRDS & THE BEES","$800","Bees help create new species when they move this powder from one type of plant to another","pollen"
5169,2007-02-15,Double Jeopardy!,"THREE OF A KIND","$800","Shintoism, Zoroastrianism, Jainism","religions"
5169,2007-02-15,Double Jeopardy!,"WORDS IN AMERICA","$800","This first verse says to let this synonym for liberty ring!","freedom"
5169,2007-02-15,Double Jeopardy!,"GOVERNMENT & POLITICS","$1200","This Presidential retreat is perched on the highest point of Maryland's Catoctin Mountain Park","Camp David"
5169,2007-02-15,Double Jeopardy!,"BROADWAY","$1200","Just like the film, ""Hairspray"" is set in this Md. city that John Waters called ""the hairdo capital of the world""","Baltimore"
5169,2007-02-15,Double Jeopardy!,"LET'S CHECK OUT SOME COLLEGES","$1200","This Ivy Leaguer seems nice... New Haven in the fall, fine drama school (Jodie Foster! Streep!) Tuition $33,030? Holy Eli!","Yale University"
5169,2007-02-15,Double Jeopardy!,"THE BIRDS & THE BEES","$1200","<a href=""http://www.j-archive.com/media/2007-02-15_DJ_23.jpg"" target=""_blank"">The white type of this forage plant</a> is a prime source of the nectar that bees use to make honey","clover"
5169,2007-02-15,Double Jeopardy!,"THREE OF A KIND","$8,000","Hammurabi, Morse, Napoleonic","codes"
5169,2007-02-15,Double Jeopardy!,"WORDS IN AMERICA","$1200","The song mentions their pride","Pilgrims"
5169,2007-02-15,Double Jeopardy!,"GOVERNMENT & POLITICS","$1600","This senior senator from Arizona serves on the U.S. Senate Committee on Indian Affairs","John McCain"
5169,2007-02-15,Double Jeopardy!,"BROADWAY","$1600","A 2007 TV reality show lets viewers pick the new Sandy & Danny for the revival of this musical","Grease"
5169,2007-02-15,Double Jeopardy!,"LET'S CHECK OUT SOME COLLEGES","$4,800","Founded by French missionaries in 1842, this Indiana univ. first admitted women in 1972, so you can now go, girl!","University of Notre Dame"
5169,2007-02-15,Double Jeopardy!,"THE BIRDS & THE BEES","$1600","A nuthatch isn't an asylum, it's a bird that loves these nuts also called filberts","hazelnuts"
5169,2007-02-15,Double Jeopardy!,"THREE OF A KIND","$1600","Sand dab, orange roughy, mullet","fish"
5169,2007-02-15,Double Jeopardy!,"WORDS IN AMERICA","$1600","This objective case of ""thou"" turns up a lot","thee"
5169,2007-02-15,Double Jeopardy!,"GOVERNMENT & POLITICS","$2000","The Office of English Language Acquisition belongs to this cabinet department","Department of Education"
5169,2007-02-15,Double Jeopardy!,"BROADWAY","$2000","It's the most bewitching musical on Broadway, and <a href=""http://www.j-archive.com/media/2007-02-15_DJ_08.jpg"" target=""_blank"">its Playbill cover is seen here</a>","Wicked"
5169,2007-02-15,Double Jeopardy!,"LET'S CHECK OUT SOME COLLEGES","$2000","Your mom's been ""badger""-ing me to take you to Madison, the oldest branch of this state university","University of Wisconsin"
5169,2007-02-15,Double Jeopardy!,"THE BIRDS & THE BEES","$2000","It's a small, chunky brown bird with a short bill & a silent initial W","wren"
5169,2007-02-15,Double Jeopardy!,"THREE OF A KIND","$2000","Thresher, Le Surcouf, Nautilus","submarines"
5169,2007-02-15,Double Jeopardy!,"WORDS IN AMERICA","$2000","""I love thy rocks and rills, thy woods and templed"" these","hills"
5169,2007-02-15,Final Jeopardy!,"19th CENTURY MEN","None","In 1813 La. Gov. William Claiborne put a $500 bounty on him; he responded by offering one for the gov.'s head","Jean Lafitte"
3757,2000-12-26,Jeopardy!,"PICTURE THIS","$100","[video clue - audio portion also missing]","St. Patrick's Day & Christmas Day"
3757,2000-12-26,Jeopardy!,"PRESENTS","$100","This Sesame Street resident laughed all the way to the bank as one of the hottest holiday items of 1996","(""Tickle Me"") Elmo"
3757,2000-12-26,Jeopardy!,"THIS LAND IS YOUR LAND","$100","The Golden Gate Bridge is found in this state","California"
3757,2000-12-26,Jeopardy!,"NOTABLE NAMES","$100","On July 20, 1969 at 10:56 P.M. Eastern Daylight Time, he became the first man to set foot on the moon","Neil Armstrong"
3757,2000-12-26,Jeopardy!,"MUSEUMS","$100","Princess Leia's gown & other cool stuff from this film series are at Chicago's Field Museum till January 7, 2001","Star Wars"
3757,2000-12-26,Jeopardy!,"14-LETTER WORDS","$100","The American colonists complained to England about ""taxation without"" this","representation"
3757,2000-12-26,Jeopardy!,"PICTURE THIS","$200","A device like this keeps guided missiles on course","gyroscope"
3757,2000-12-26,Jeopardy!,"PRESENTS","$200","(Hi, I'm Julie Pinson from ""Port Charles"")  When I'm not acting, I collect these dolls introduced by Mattel in 1959","Barbie dolls"
3757,2000-12-26,Jeopardy!,"THIS LAND IS YOUR LAND","$200","You'll find this ""Great"" 1,700-square-mile body of water in northwest Utah","the Great Salt Lake"
3757,2000-12-26,Jeopardy!,"NOTABLE NAMES","$200","You're on the money if you know she's the Native American guide depicted on the new gold-colored dollar coin","Sacajawea"
3757,2000-12-26,Jeopardy!,"MUSEUMS","$200","The Viking Ship Museum is one of the top attractions in Oslo, the capital of this country","Norway"
3757,2000-12-26,Jeopardy!,"14-LETTER WORDS","$200","It's how the letters in the sequence ""E,F,G,H,I,J"" are arranged","alphabetically"
3757,2000-12-26,Jeopardy!,"PICTURE THIS","$300","Eternal question posed by this cartoon","Which came first, the chicken or the egg?"
3757,2000-12-26,Jeopardy!,"PRESENTS","$300","The Warner Bros. edition of Trivial Pursuit features special tokens, including one of this yellow bird","Tweety"
3757,2000-12-26,Jeopardy!,"THIS LAND IS YOUR LAND","$300","Of the 4 presidents pictured here [rest of clue unavailable]","-----------------------------------"
3757,2000-12-26,Jeopardy!,"NOTABLE NAMES","$300","This Frenchman gave his name to the raised dot printing & writing system used by the blind","Louis Braille"
3757,2000-12-26,Jeopardy!,"MUSEUMS","$300","It's ""Gouda"" to know there's a museum featuring types of this dairy product in Alkmaar, Holland","cheese"
3757,2000-12-26,Jeopardy!,"14-LETTER WORDS","$300","Math process symbolized by an ""x""","multiplication"
3757,2000-12-26,Jeopardy!,"PICTURE THIS","$400","The 2 names this creature goes by for sports fans in Detroit & Cincinnati","Tigers & Bengals"
3757,2000-12-26,Jeopardy!,"PRESENTS","$900","In March 1999 the makers of this board gane introduced a new player token, a sack of money","Monopoly"
3757,2000-12-26,Jeopardy!,"THIS LAND IS YOUR LAND","$400","Of Pittsburgh, Cleveland & Detroit, the city that's farthest east","Pittsburgh"
3757,2000-12-26,Jeopardy!,"NOTABLE NAMES","$400","The real ""Mr. Peanut"", this scientist made more than 300 products from peanuts including soap & ink","George Washington Carver"
3757,2000-12-26,Jeopardy!,"MUSEUMS","$400","There's a New England pirate museum in this Massachusetts city, as well as a witch museum","Salem"
3757,2000-12-26,Jeopardy!,"14-LETTER WORDS","$400","Passports & drivers' licenses are forms of this","identification"
3757,2000-12-26,Jeopardy!,"PRESENTS","$500","This Milton Bradley board game is a quick-draw version of charades","Pictionary"
3757,2000-12-26,Jeopardy!,"THIS LAND IS YOUR LAND","$500","This U.S. island of the north Pacific with a 4-letter name is only about 30 miles long & 8 miles wide","Guam"
3757,2000-12-26,Jeopardy!,"NOTABLE NAMES","$500","In 1912 she founded the very first troop of Girl Scouts, then called Girl Guides, in Savannah, Georgia","Juliette Gordon Low"
3757,2000-12-26,Jeopardy!,"MUSEUMS","$500","When visiting Yokohama, ""worm"" your way over to the museum devoted to this fine fabric","silk"
3757,2000-12-26,Jeopardy!,"14-LETTER WORDS","$500","It was a time of rebuilding after the Civil War, & before all the Confederate states were readmitted","Reconstruction"
3757,2000-12-26,Double Jeopardy!,"AMERICAN HISTORY","$200","Famous 1863 speech by President Lincoln that began, ""Four score and seven years ago...""","the Gettysburg Address"
3757,2000-12-26,Double Jeopardy!,"HARRY POTTER","$200","It's the 6-letter word for a nonmagical human","Muggle"
3757,2000-12-26,Double Jeopardy!,"FAMOUS PAINTINGS","$200","You can see this Biblical couple in Masaccio's ""The Expulsion from Paradise""","Adam & Eve"
3757,2000-12-26,Double Jeopardy!,"""NORTH"" POLL","$200","The 2 U.S. states with north in their names","North Carolina & North Dakota"
3757,2000-12-26,Double Jeopardy!,"MONEY PROBLEMS","$200","Number of nickels in $1 plus the number of dimes in $1 plus the number of quarters in $1","34 (20 + 10 + 4)"
3757,2000-12-26,Double Jeopardy!,"FOREIGN NAMES","$200","This name is popular in England because it was the name of England's queen for most of the 1800s","Victoria"
3757,2000-12-26,Double Jeopardy!,"AMERICAN HISTORY","$400","It's the year America celebrated its bicentennial","1976"
3757,2000-12-26,Double Jeopardy!,"HARRY POTTER","$400","When Harry was a baby, this evil wizard killed his parents & left him with a lightning bolt-shaped scar","Lord Voldemort"
3757,2000-12-26,Double Jeopardy!,"FAMOUS PAINTINGS","$400","As its name indicates, the ""Ghent Altarpiece"" was painted for the inside of one of these buildings","church"
3757,2000-12-26,Double Jeopardy!,"""NORTH"" POLL","$400","This heavenly body is also known as Polaris","the North Star"
3757,2000-12-26,Double Jeopardy!,"MONEY PROBLEMS","$400","If candy bars are 40 cents each & you have $3.00, this is the maximum number you could buy","7 (.40 X 7 = $2.80)"
3757,2000-12-26,Double Jeopardy!,"FOREIGN NAMES","$400","It's how Jesus is pronounced as a first name in Spanish-speaking countries","""hey-sus"""
3757,2000-12-26,Double Jeopardy!,"AMERICAN HISTORY","$600","Davy Crockett was among nearly 200 men who died defending this mission-fortress in San Antonio, Texas","the Alamo"
3757,2000-12-26,Double Jeopardy!,"HARRY POTTER","$600","Harry's godfather Sirius Black was ""The Prisoner of"" this title place","Azkaban"
3757,2000-12-26,Double Jeopardy!,"FAMOUS PAINTINGS","$600","Turner's ""The Shipwreck"" is a seascape; Ruisdael's ""Wheatfields"" is this earthy equivalent","landscape"
